0.000000	 -0.623499
1.000000	 -0.719205
2.000000	 3.351052
3.000000	 1.817812
4.000000	 27.635263
5.000000	 1.861106
6.000000	 -0.851329
7.000000	 -6.480705
8.000000	 2.875470
9.000000	 0.025920
10.000000	 -1.079557
11.000000	 0.071006
12.000000	 0.080028
13.000000	 -1.754328
14.000000	 -1.227227
15.000000	 -14.420479
16.000000	 -0.129153
17.000000	 0.489138
18.000000	 -0.068488
19.000000	 5.015448
20.000000	 -1.449387
21.000000	 1.141786
22.000000	 -1.116780
23.000000	 -1.960284
24.000000	 0.057482
25.000000	 1.350972
26.000000	 1.896185
27.000000	 0.532246
28.000000	 2.093490
29.000000	 38.491167
30.000000	 -1.255523
31.000000	 -1.385993
32.000000	 1.323522
33.000000	 -0.760085
34.000000	 -0.901296
35.000000	 2.093963
36.000000	 -0.164118
37.000000	 -0.447471
38.000000	 3.545604
39.000000	 1.577414
40.000000	 1.694276
41.000000	 0.012868
42.000000	 0.344156
43.000000	 -0.519144
44.000000	 0.772672
45.000000	 1.046419
46.000000	 -0.059839
47.000000	 1.102197
48.000000	 1.148525
49.000000	 -0.245615
50.000000	 0.382137
51.000000	 -0.149937
52.000000	 3.888758
53.000000	 1.847187
54.000000	 1.676759
55.000000	 -0.286454
56.000000	 -0.247046
57.000000	 -4.340951
58.000000	 -0.305718
59.000000	 -0.605763
60.000000	 2.266698
61.000000	 -0.261119
62.000000	 -0.995678
63.000000	 0.523421
64.000000	 1.160886
65.000000	 0.371374
66.000000	 211.799850
67.000000	 4.820516
68.000000	 0.670192
69.000000	 -91.638193
70.000000	 -0.954424
71.000000	 1.062090
72.000000	 -8.319593
73.000000	 0.672345
74.000000	 -1.499079
75.000000	 -2.258280
76.000000	 0.087085
77.000000	 3.475523
78.000000	 0.417958
79.000000	 -0.778792
80.000000	 0.142528
81.000000	 -0.078860
82.000000	 -7.701728
83.000000	 -0.991957
84.000000	 -13.410842
85.000000	 0.761970
86.000000	 2.044883
87.000000	 3.084504
88.000000	 2.266735
89.000000	 -1.038010
90.000000	 1.675863
91.000000	 -0.594697
92.000000	 -1.044313
93.000000	 0.919184
94.000000	 179.238806
95.000000	 -0.339773
96.000000	 2.325387
97.000000	 -0.487203
98.000000	 -3.178067
99.000000	 2.460606
100.000000	 -0.686082
101.000000	 5.583649
102.000000	 0.243163
103.000000	 0.039661
104.000000	 -3.679848
105.000000	 0.117161
106.000000	 -0.387342
107.000000	 2.097692
108.000000	 -0.795842
109.000000	 -197.590841
110.000000	 89.336050
111.000000	 8.986115
112.000000	 -12.623023
113.000000	 1.235280
114.000000	 1.705995
115.000000	 0.387554
116.000000	 1.748539
117.000000	 3.231432
118.000000	 -24.266004
119.000000	 2.982515
120.000000	 -1.313589
121.000000	 -0.074770
122.000000	 0.022600
123.000000	 -1.634087
124.000000	 -0.805877
125.000000	 -1.529325
126.000000	 0.292818
127.000000	 1.444921
128.000000	 1.477874
129.000000	 -0.133508
130.000000	 0.261630
131.000000	 -0.534108
132.000000	 0.865985
133.000000	 1.466114
134.000000	 0.459516
135.000000	 6.769706
136.000000	 0.319834
137.000000	 -1.553055
138.000000	 -1.189218
139.000000	 12.700464
140.000000	 -9.660811
141.000000	 0.163659
142.000000	 -0.654710
143.000000	 0.687005
144.000000	 1.033919
145.000000	 0.007395
146.000000	 1.493767
147.000000	 3.997160
148.000000	 -0.488173
149.000000	 0.204915
150.000000	 -0.251497
151.000000	 3.563378
152.000000	 1.091000
153.000000	 0.372426
154.000000	 -14.871304
155.000000	 1.430120
156.000000	 0.437543
157.000000	 6.575395
158.000000	 0.133734
159.000000	 -2.341217
160.000000	 14.005641
161.000000	 1.546567
162.000000	 -0.037493
163.000000	 0.397632
164.000000	 -0.340296
165.000000	 1.352318
166.000000	 11.639028
167.000000	 2.614084
168.000000	 0.500028
169.000000	 0.364592
170.000000	 -1.333666
171.000000	 -0.722508
172.000000	 -2.271605
173.000000	 -0.851224
174.000000	 -0.454291
175.000000	 -2.367063
176.000000	 -1.888661
177.000000	 5.615156
178.000000	 10.255308
179.000000	 -3.762677
180.000000	 -0.955503
181.000000	 1.267782
182.000000	 -2.276905
183.000000	 0.470707
184.000000	 -1.943718
185.000000	 -16.443931
186.000000	 -7.838188
187.000000	 -0.269167
188.000000	 -0.119254
189.000000	 -2.016222
190.000000	 -1.582842
191.000000	 6.859799
192.000000	 -0.838348
193.000000	 -0.113131
194.000000	 -0.584611
195.000000	 1.555672
196.000000	 -2.195576
197.000000	 0.252080
198.000000	 56.180162
199.000000	 -0.212286
200.000000	 -2.531238
